requestId,source,destination,category,urgency,timeSubmitted,deadline,status
CLN0302,1034,1034,Cleaning,4,2026-08-01T14:06:00,2026-08-02T11:00,open
CLN0303,1021,1021,Cleaning,1,2026-08-01T15:09:00,2026-08-02T12:00,open
CLN0304,1046,1046,Cleaning,4,2026-08-01T08:12:00,2026-08-02T13:00,open
CLN0305,1049,1049,Cleaning,3,2026-08-01T09:15:00,2026-08-02T14:00,pending
CLN0306,1002,1002,Cleaning,5,2026-08-01T10:18:00,2026-08-02T15:00,open
CLN0307,1019,1019,Cleaning,5,2026-08-01T11:21:00,2026-08-02T16:00,open
CLN0308,1034,1034,Cleaning,2,2026-08-01T12:24:00,2026-08-02T17:00,closed
CLN0309,1009,1009,Cleaning,4,2026-08-01T13:27:00,2026-08-02T18:00,open
CLN0310,1034,1034,Cleaning,1,2026-08-01T14:30:00,2026-08-02T09:00,pending
CLN0311,1010,1010,Cleaning,4,2026-08-01T15:33:00,2026-08-02T10:00,open
CLN0312,1023,1023,Cleaning,3,2026-08-01T08:36:00,2026-08-02T11:00,open
CLN0313,1023,1023,Cleaning,3,2026-08-01T09:39:00,2026-08-02T12:00,open
CLN0314,1004,1004,Cleaning,1,2026-08-01T10:42:00,2026-08-02T13:00,open
CLN0315,1042,1042,Cleaning,3,2026-08-01T11:45:00,2026-08-02T14:00,closed
CLN0316,1002,1002,Cleaning,4,2026-08-01T12:48:00,2026-08-02T15:00,open
CLN0317,1015,1015,Cleaning,3,2026-08-01T13:51:00,2026-08-02T16:00,open
CLN0318,1039,1039,Cleaning,4,2026-08-01T14:54:00,2026-08-02T17:00,open
CLN0319,1015,1015,Cleaning,2,2026-08-01T15:57:00,2026-08-02T18:00,open
CLN0320,1025,1025,Cleaning,4,2026-08-01T08:00:00,2026-08-02T09:00,pending
